"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"Woodstock Lodge No. 1329 Loyal Order of Moose","Woodstock Moose Lodge #1329","406 Clay St","Woodstock","IL","60098","Mchenry","120811840","Fraternal Establishment","10/24/2013",
"Yorkville Moose Lodge #2371","Yorkville Moose Family Center 2371","1502 N. Bridge St.","Yorkville","IL","60560","Kendall","120801176","Fraternal Establishment","12/19/2013",
"ZION-BENTON LODGE NO. 667, LOYAL ORDER OF MOOSE","ZION-BENTON MOOSE LODGE#667","41517 N. Sheridan","Zion","IL","60099","Lake","130805547","Fraternal Establishment","03/27/2014",
"ADAMS COUNTY AMVETS POST NO. 76 INC.","URSA AMVETS","116 NORTH WARSAW ST","URSA","IL","62376","Adams","140903973","Veterans Establishment","03/26/2015",
"Addison Post No. 7446, Veterans of Foreign Wars of the United States, Inc.","Addison VFW Post 7446","446 W. Lake Street","Addison","IL","60101","DuPage","120905892","Veterans Establishment","08/22/2013",
"Albert Parker Post No. 620, The American Legion, Department of Illinois","American Legion - Albert Parker Post 620","123 North Morgan","Bement","IL","61813","Piatt","140902356","Veterans Establishment","09/23/2014",
"Albion Browns Post #590 American Legion, Inc.","Albion-Browns American Legion Post 590","239 S. 4th St.","Albion","IL","62806","Edwards","130905306","Veterans Establishment","01/15/2014",
"Alsip Memorial V.F.W. Post 450, Inc.","Alsip Memorial V.F.W. Post 450, Inc.","11800 S. Cicero Avenue","Alsip","IL","60803","Cook","120907757","Veterans Establishment","03/20/2013",
"Alton Post #126 American Legion","AMERICAN LEGION POST #126","600 GEORGE ST.","ALTON","IL","62002","Madison","120911002","Veterans Establishment","05/28/2015",
"Alton Post 1308, Veterans of Foreign Wars of the United States","Alton VFW Post 1308","4445 Alby Street","Alton","IL","62002","Madison","120901471","Veterans Establishment","03/20/2013",
"Alva Courier Post #487, The American Legion","American Legion Post #487","500 Opdyke Street","Chester","IL","62233","Randolph","120906055","Veterans Establishment","11/21/2013",
"Ambraw Post No. 2244, Veterans Of Foreign Wars of the United States","Ambraw Post No. 2244, Veterans Of Foreign Wars of the United States","511 12th Street","Lawrenceville","IL","62439","Lawrence","120902098","Veterans Establishment","03/20/2013",
"American Legion Bethany Post No. 507","Bethany American Legion Post #507","112 Highway 121 E","Bethany","IL","61914","Moultrie","190900052","Veterans Establishment","08/08/2019",
"American Legion Clarence V. Scheel Post No. 292 of Mascoutah, Illinois","American Legion 292","1414 W. Main Street","Mascoutah","IL","62258","St. Clair","120906386","Veterans Establishment","04/18/2013",
"AMERICAN LEGION CORPORATION OF WEST CHICAGO","AMERICAN LEGION","123 MAIN ST","WEST CHICAGO","IL","60185","Dupage","220900106","Veterans Establishment","09/15/2022",
"American Legion Elgin Post 57","American Legion Post #57","820 N. Liberty St.","Elgin","IL","60120","Kane","130901993","Veterans Establishment","06/26/2014",
"American Legion Herrin's Prairie Post #645","Club Legionnaire #645","213 E Madison St","Herrin","IL","62948","Williamson","120906680","Veterans Establishment","04/18/2013",
"AMERICAN LEGION MCDONOUGH COUNTY POST #6","AMERICAN LEGION MCDONOUGH COUNTY POST #6","221 EAST WASHINGTON STREET","MACOMB","IL","61455","Mcdonough","120903486","Veterans Establishment","03/20/2013",
"American Legion Memorial Association of Thornton, Illinois","American Legion Memorial Association Post 1070","109 N. Williams Street","Thornton","IL","60476","Cook","120909986","Veterans Establishment","07/18/2013",
"American Legion Partridge Post No. 578","American Legion Partridge Post #578","319 N. Marion St.","Bunker Hill","IL","62014","Macoupin","180902896","Veterans Establishment","11/02/2018",
"American Legion Philip Whiteside Post 1961 ","American Legion Philip Whiteside Post 1961 ","404 S Jackson St ","Orient","IL","62874","Franklin","120907755","Veterans Establishment","10/24/2013",
"AMERICAN LEGION POELKER POST NO. 321","American Legion Poelker Post 321","105 East Illinois ST","New Baden","IL","62265","Clinton","120902310","Veterans Establishment","02/26/2014",
"American Legion Post #1141","New Haven American Legion Post #1141","138 Ford St.","New Haven","IL","62867","Gallatin","140903841","Veterans Establishment","08/24/2017",
"American Legion Post #1167","American Legion","417 Sinclair Ave.","South Roxana","IL","62087","Madison","180900917","Veterans Establishment","09/14/2018",
"American Legion Post #364","American Legion Post #364","117 CLARK STREET","CARRIER MILLS","IL","62917","Saline","120905588","Veterans Establishment","11/21/2013",
"American Legion Post #51","American Legion Post #51","115 S. State","Westville","IL","61883","Vermilion","120906949","Veterans Establishment","07/18/2013",
"American Legion Post #585","American Legion Post #585","380 N Lincoln Blvd E","Shawneetown","IL","62984","Gallatin","180903504","Veterans Establishment","11/07/2019",
"American Legion Post #932","Sainte Marie American Legion Post 932","105 S. Main Street","Sainte Marie","IL","62459","Jasper","130900584","Veterans Establishment","11/21/2013",
"American Legion Post 0435","American Legion Post 435","190 S. Main St.","Glen Carbon","IL","62034","Madison","200902765","Veterans Establishment","06/09/2021",
"AMERICAN LEGION POST 1198","PARK FOREST A L POST# 1198 ","1631 WESTERN AVE","CHICAGO HEIGHTS","IL","60411","Cook","120905409","Veterans Establishment","12/20/2012",
"American Legion Post 227","American Legion Post 227","829 16th. Avenue","East Moline","IL","61244","Rock Island","120900363","Veterans Establishment","07/18/2013",
"American Legion Post 489 Yorkville ","American Legion Yorkville Post No. 489","9054 Veterans Parkway","Yorkville","IL","60560","Kendall","120901989","Veterans Establishment","07/18/2013",
"American legion post 71","AMERICAN LEGION POST 71","107 north broadway","urbana","IL","61801","Champaign","120900215","Veterans Establishment","06/21/2012",
"AMERICAN LEGION POST NO. 1231, LAKE IN THE HILLS, ILLINOIS","American Legion Post 1231","1101 West Algonquin Road","Lake in the Hills","IL","60156","McHenry","120907902","Veterans Establishment","08/22/2013",
"American Legion Post No. 287 Inc.  ","American Legion Post No. 287 Inc.","1132 N Century Ave","Rantoul","IL","61866","Champaign","120904755","Veterans Establishment","12/20/2012",
"American Legion Post No.100, Inc.","American Legion Post 100 Inc.","211 Legion Rd","Washington","IL","61571","Tazewell","120911008","Veterans Establishment","11/21/2013",
"AMERICAN LEGION STEGER POST NO. 521 STEGER, ILLINOIS","AMERICAN LEGION STEGER POST NO. 521 STEGER, ILLINOIS","34 W 34TH STREET","STEGER","IL","60475","Will","120908989","Veterans Establishment","08/22/2013",
"American Legion Stookey Post 1255","American Legion Post 1255","201 Eiler Road","Belleville","IL","62223","St. Clair","120902953","Veterans Establishment","01/24/2013",
"American Legion Timmerman Benhoff Post 252 Breese, Ill.","Timmermann Benhoff Post 252","575 N. Main St.","Breese","IL","62230","Clinton","120900597","Veterans Establishment","01/24/2013",
"American Legion Troy Post No. 708","American Legion Troy Post 708","104 N. Main St.","Troy","IL","62294","Madison","170903320","Veterans Establishment","11/16/2017",
"American Legion Worthey Post 492","American Legion Worthey Post 492","300 Veterans Memorial Parkway","Jerseyville","IL","62052","Jersey","160904320","Veterans Establishment","04/21/2017",
"AMERICAN LEGION, EAST ALTON POST #794","East Alton American Legion Post #794","120 East Alton Ave","East Alton","IL","62024","Madison","120906952","Veterans Establishment","03/20/2013",
"American Legion, Louis E. Davis Post #56, Inc.","American Legion Louis E. Davis Post #56","2505 Fox Creek Road","Bloomington","IL","61705","McLean","150902962","Veterans Establishment","11/06/2015",
"AMVET Paul Towne Memorial Post #169","AMVET Paul Towne Memorial Post #169","660 Radio City Dr","North Pekin","IL","61554","Tazewell","120912052","Veterans Establishment","09/19/2013",
"Amvets Greater Peoria Post No. 64","AMVETS GREATER PEORIA POST NO. 64","237 NE MONROE STREET","PEORIA","IL","61602","Peoria","120900192","Veterans Establishment","08/22/2013",
"AMVETS POST # 103","AMVETS POST # 103","1194 Jericho Road","Aurora","IL","60506","Kane","120909532","Veterans Establishment","04/30/2014",
"Amvets Post #16","Amvets Post #16","105 N. State ","Litchfield","IL","62056","Montgomery","150904263","Veterans Establishment","03/04/2016",
"Amvets Post #204 ","Amvets Post #204","1711 Kennedy Drive","Madison","IL","62060","Madison","120902094","Veterans Establishment","08/22/2013",
"Amvets, Fisher Post 52 of the Illinois State Department of Amvets, Inc.","Amvets, Fisher Post 52","301 E Division St","Fisher","IL","61843","Champaign","150903784","Veterans Establishment","01/28/2016",
"ANTHONY WAYNE POST NO 176 OF THE AMERICAN LEGION","AMER. LEGION POST ANTHONY WAYNE POST #176","111 S W 4TH ST","FAIRFIELD","IL","62837","Wayne","120911118","Veterans Establishment","09/19/2013",
"AROMA PARK POST 1019 AMERICAN LEGION","AROMA PARK AMERICAN LEGION POST #1019 ","739 South Sandbar Road","Kankakee","IL","60901","Kankakee","120905014","Veterans Establishment","03/20/2013",
"B.B.K. Post #480 The American Legion","American Legion B.B.K.","303 South Chester St","Steeleville","IL","62288","Randolph","120906470","Veterans Establishment","05/23/2013",
"Baker-Ladd Post 1567","VFW Post #1567","309 N. 16th Street","Herrin","IL","62948","Williamson","120901429","Veterans Establishment","10/18/2012",
"Bartonville Post 3883, Veterans of Foreign Wars of the United States, Inc.","Bartonville Post 3883, Veterans of Foreign Wars of the United States, Inc.","4518 S Lafayette","Bartonville","IL","61607","Peoria","120903654","Veterans Establishment","02/21/2013",
"Batavia Overseas Post 1197 Veterans of Foreign Wars","VFW Batavia Overseas Club","645 S. River Street","Batavia","IL","60510","Kane","160904052","Veterans Establishment","04/21/2017",
"Beecher Veterans Association","Amvets Lounge","528 Gould Street P.O. Box 54","Beecher","IL","60401","Will","120901215","Veterans Establishment","07/19/2012",
"Beggs-Gurley Post No. 5222, Veterans of Foreign Wars","Beggs-Gurley Post No. 5222, Veterans of Foreign Wars","102 South 8th Street","Vienna","IL","62995","Johnson","120911313","Veterans Establishment","12/19/2013",
"BENJAMIN O. DAVIS POST NO. 311","VFW POST #311","22341 GOVERNORS HIGHWAY","RICHTON PARK","IL","60471","Cook","120912307","Veterans Establishment","10/24/2013",
"Bluford American Legion Post 1193","Bluford American Legion Post 1193","15123 N LEGION LN ","Bluford","IL","62814","Jefferson","120908509","Veterans Establishment","11/21/2013",
"BOND COUNTY MEMORIAL POST 1377 VETERANS OF FOREIGN WARS OF THE UNITED STATES","BOND COUNTY VFW POST #1377","2043 SOUTH 4TH STREET  P O BOX 173","GREENVILLE","IL","62246","Bond","130903426","Veterans Establishment","01/15/2014",
"Bradley American Legion Post 766","Bradley Legion Home","835 W Broadway ","Bradley","IL","60915","Kankakee","120902276","Veterans Establishment","01/24/2013",
"Bremen Post 2791- Veterans of Foreign Wars of the United States","VFW Post 2791 Tinley Park","17147 S. Oak Park Avenue","Tinley Park","IL","60477","Cook","140900271","Veterans Establishment","05/29/2014",
"BRIDGEVIEW MEMORIAL AMVETS POST #192","Bridgeview Memorial AMVETS Post 192","7731 S HARLEM 192 ","BRIDGEVIEW","IL","60455","Cook","200901180","Veterans Establishment","03/10/2021",
"BROTHERTON-KELLER POST NO. 6289 VETERANS OF FOREIGN WARS OF THEUNITED STATES","VFW Brotherton-Keller Post #6289","122 S LOTT BLVD","Gibson City","IL","60936","Ford","130903034","Veterans Establishment","04/30/2014",
"Buddy Egnew Post #4826, Veterans of Foreign Wars of the United States","V F W Buddy Egnew Post ","428 West Orange St","Hoopeston","IL","60942","Vermilion","120905051","Veterans Establishment","10/18/2012",
"BUSEY-FLETCHER-STILLWELL POST 630, VETERANS OF FOREIGN WARS OF THE US, INC.","VFW POST 630","1303 EAST MAIN STREET","URBANA","IL","61802","Champaign","120902062","Veterans Establishment","07/18/2013",
"CALUMET MEMORIAL POST 330, AMERICAN LEGION","AMERICAN LEGION POST 330","950 LEGION DR","CALUMET CITY","IL","60409","Cook","120903653","Veterans Establishment","07/18/2013",
"Cantigny Post #367 Veterans of Foreign Wars of The United States","Cantigny Post No 367. VFW","826 Horseshoe Drive","Joliet","IL","60435","Will","120900560","Veterans Establishment","05/23/2013",
"CARL E. MILLER, POST #624 AMERICAN LEGION DEPARTMENT OF ILLINOIS.","Carl E. Miller Post #624","205 East Main Street","Heyworth","IL","61745","McLean","120909909","Veterans Establishment","07/18/2013",
"Carmi Post #224, The American Legion","Carmi American Legion Post #224","1206 West Oak Street","Carmi","IL","62821","White","120906749","Veterans Establishment","09/19/2013",
"Carrol Rankin Post 26 Vermont American Legion","Vermont American Legion Post #26","213 North Main","Vermont","IL","61484","Fulton","120903626","Veterans Establishment","06/20/2013",
"Carroll P. Foster Post 3455, Veterans of Foreign Wars of the U.S.","Anna VFW","70 VFW Lane","Anna","IL","62906","Union","120905503","Veterans Establishment","02/21/2013",
"Caseyville Memorial Post 1117, Veterans of Foreign Wars of the United States, Inc. ","Caseyville VFW Post 1117","415 North Long Street","Caseyville","IL","62232","St. Clair","120900797","Veterans Establishment","11/15/2012",
"Castle Williams Post No. 105, The American Legion","Castle Williams Post No. 105, The American Legion","1535 Legion Dr","Decatur","IL","62521","Macon","120908458","Veterans Establishment","06/20/2013",
"Catholic War Veterans, Butz-Jobe Post #370","Catholic War Veterans Post 370","3535 State Route 159","Smithton","IL","62243","St. Clair","120903636","Veterans Establishment","11/21/2013",
"CENTRALIA POST NO. 2055, VETERANS OF FOREIGN WARS OF THE UNITED STATES","VFW POST 2055","1826 SOUTH PINE STREET","CENTRALIA","IL","62801","Marion","120904333","Veterans Establishment","12/20/2012",
"CERRO GORDO POST NO. 117, THE AMERICAN LEGION, DEPARTMENT OF ILLINOIS","AMERICAN LEGION POST #117","220 East Wait","Cerro Gordo","IL","61818","Piatt","120912084","Veterans Establishment","03/04/2016",
"Champaign County Post 5520, Veterans of Foreign Wars of the United States","VFW Champaign Co Post 5520","609 Edgebrook Drive","Champaign","IL","61820","Champaign","120907747","Veterans Establishment","04/18/2013",
"CHAMPAIGN POST #24, AMERICAN LEGION","AMERICAN LEGION POST 24","705 BLOOMINGTON ROAD","CHAMPAIGN","IL","61820","Champaign","120904331","Veterans Establishment","07/18/2013",
"Chicago Heights Post No. 131 American Legion Department of Illinois","American Legion Post 131","2701 Chicago Road","South Chicago Heights","IL","60411","Cook","140902558","Veterans Establishment","05/28/2015",
"CHILLICOTHE POST #9 AMERICAN LEGION DEPARTMENT OF ILLINOIS","CHILLICOTHE AMERICAN LEGION POST #9","1043 N SECOND ST","CHILLICOTHE","IL","61523","Peoria","120906839","Veterans Establishment","07/18/2013",
"CHRISMAN POST #477 OF THE AMERICAN LEGION","CHRISMAN AMERICAN LEGION POST #477","124 NORTH ILLINOIS STREET","CHRISMAN","IL","61924","Edgar","220902568","Veterans Establishment","03/16/2023",
"Clark County Post #90, The American Legion Department of Illinois","American Legion Post #90","302 S. Eighth Street","Marshall","IL","62441","Clark","120906180","Veterans Establishment","02/21/2013",
"Clifford E Johnson V.F.W. Post No 9759","Clifford E Johnson VFW 9759","2018 Windsor Rd","Loves Park","IL","61111","Winnebago","120911413","Veterans Establishment","10/24/2013",
"Colonel Otis B. Duncan American Legion Post 809","American Legion Post #809","1800 East Capitol Avenue","Springfield","IL","62703","Sangamon","120905895","Veterans Establishment","01/24/2013",
"Columbia Post No. 581, American Legion Department of Illinois","American Legion Post 581","375 E. Locust ","Columbia","IL","62236","Monroe","120912494","Veterans Establishment","07/24/2014",
"Community Post #429, Lovington, Illinois","American Legion Post #429","1985 State HWY 32 RT 32 South of Lovington ","Lovington","IL","61937","Moultrie","150904204","Veterans Establishment","03/04/2016",
"Cottage Hills Memorial Post 7678, Veterans of Foreign Wars of The U.S.","Cottage Hills Memorial Post 7678 Veterans of Foreign Wars of The US","121 South Williams Street","Cottage Hills","IL","62018","Madison","120906177","Veterans Establishment","01/15/2014",
"Coulterville Post No: 6865, Veterans of Foreign Wars of the United States, Inc.","VFW Post 6865","511 VFW St","Coulterville","IL","62237","Randolph","120904277","Veterans Establishment","07/18/2013",
"Cox Post 4753, Veterans of Foreign Wars of the U.S., Inc. ","VFW Cox Post 4753","302 West Coal Street","Sesser","IL","62884","Franklin","120913001","Veterans Establishment","09/23/2014",
"CRAWFORD COUNTY POST 4549-VETERANS OF FOREIGN WARS OF THE UNITED STATES, IN","VFW POST 4549","712 E. MAIN ST.","ROBINSON","IL","62454","Crawford","120901355","Veterans Establishment","12/20/2012",
"Crawford Post #1038 Kane American Legion","Crawford American Legion #1038","301 Broadway Street","Kane","IL","62054","Greene","120908747","Veterans Establishment","06/02/2016",
"Creal Springs Memorial Post No 9763, Veterans of Foreign Wars of the United States, Inc.","Creal Springs VFW Post 9763","16217 Sulphur Springs Road","Creal Springs","IL","62922","Williamson","120910087","Veterans Establishment","07/18/2013",
